Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,Original_Tweeter,mentions,retweet_id,reply_to,neg,neu,pos,compound,Community,engagement_rate,followers_per_tweet,log_engagement_rate,log_followers_per_tweet,tweet_id,tweet_type,linked_tweet_id,tweet_text_lower,content_category
1792,the marvel bulletin,"Gaspard Ulliel, the actor who will portray the Midnight Man in the upcoming Moon Knight series, has sadly passed away at the age of 37 due to a ski accident. Ulliel was known for films includingSaint Laurent, and Hannibal Rising. May his soul rest in peace. https://t.co/dW6VaTUGtT",Wed Jan 19 15:07:06 +0000 2022,Earth-616,80,4,5,2022-01-19 15:07:06+00:00,True,self,,Missing_Retweet_ID,,0.113,0.821,0.067,-0.34,Other,0.1125,0.044642857142857144,0.10660973505825823,0.04367506350266157,6526,original,,"gaspard ulliel, the actor who will portray the midnight man in the upcoming moon knight series, has sadly passed away at the age of 37 due to a ski accident. ulliel was known for films includingsaint laurent, and hannibal rising. may his soul rest in peace. https://t.co/dw6vatugtt",Other
1865,captain marvel gaming studio,"@gnftired HOW DID YOU READ MY MIND?!?!?! 

this is so accurate. I will simply pass away. I cant explained to you how much I need this rn.",Thu Jan 06 05:53:32 +0000 2022,,3,0,7,2022-01-06 05:53:32+00:00,False,gnftired,@gnftired,Missing_Retweet_ID,gnftired,0.0,1.0,0.0,0.0,Other,2.3333333333333335,0.0016085790884718498,1.2039728043259361,0.0016072867108720143,6599,original,,"@gnftired how did you read my mind?!?!?! 

this is so accurate. i will simply pass away. i cant explained to you how much i need this rn.",Other
1896,mikazuki 🇵🇸 🍉,"@Marvfess the fact that any MCU actor could pass away at any given moment in the future before fulfilling their role as Marvel's superheroes, also make them true heroes in real life too (R.I.P. Chadwick Boseman)",Thu Dec 30 21:13:05 +0000 2021,"Semarang, Jawa Tengah",191,0,14,2021-12-30 21:13:05+00:00,False,Marvfess,@Marvfess,Missing_Retweet_ID,Marvfess,0.0,0.848,0.152,0.7269,Other,0.07329842931937172,0.10073839662447258,0.0707365510917783,0.09598122426223364,6630,original,,"@marvfess the fact that any mcu actor could pass away at any given moment in the future before fulfilling their role as marvel's superheroes, also make them true heroes in real life too (r.i.p. chadwick boseman)",Marvel
1926,jeremy,@MarkRuffalo 2 of my sons in front of you at the Marvel exhibit at Henry Ford Musuem. The older one idolized Stan and was devastated when he passed away. https://t.co/S4POGiEhBW,Tue Dec 28 16:33:11 +0000 2021,"Algonac, MI",132,1,56,2021-12-28 16:33:11+00:00,False,MarkRuffalo,@MarkRuffalo,Missing_Retweet_ID,MarkRuffalo,0.118,0.799,0.083,-0.296,4.0,0.4318181818181818,0.06853582554517133,0.3589450924732715,0.06628932403592404,6660,original,,@markruffalo 2 of my sons in front of you at the marvel exhibit at henry ford musuem. the older one idolized stan and was devastated when he passed away. https://t.co/s4pogiehbw,Marvel
1948,hohenheimerdinger,"@GabiMG_News @vincentdonofrio Marvel wants to retain that thin line between being canonically same and being different version of the same character. Same mannerism, same actor, same backstory, just different power level because time has passed. https://t.co/W6Emi1NA7l",Fri Dec 24 14:24:59 +0000 2021,Cancer Land,14,2,3,2021-12-24 14:24:59+00:00,False,GabiMG_News,"@GabiMG_News, @vincentdonofrio",Missing_Retweet_ID,GabiMG_News,0.0,0.926,0.074,0.4215,21.0,0.35714285714285715,0.007186858316221766,0.30538164955118186,0.007161155922827983,6682,original,,"@gabimg_news @vincentdonofrio marvel wants to retain that thin line between being canonically same and being different version of the same character. same mannerism, same actor, same backstory, just different power level because time has passed. https://t.co/w6emi1na7l",Marvel
2002,jeremiah,@ArthurMorganBoa @MCUFAN3000 @MCU_Direct You mean like the real people who created tachalla and wrote his most iconic stories. When some of them passed away no one said black panther cant ever be written by anyone else again. Your logic is so faulty its laughable,Tue Dec 14 22:47:00 +0000 2021,,47,0,7,2021-12-14 22:47:00+00:00,False,ArthurMorganBoa,"@ArthurMorganBoa, @MCUFAN3000, @MCU_Direct",Missing_Retweet_ID,ArthurMorganBoa,0.104,0.778,0.119,-0.0587,12.0,0.14893617021276595,0.023476523476523476,0.1388364448542158,0.023205188363733857,6736,original,,@arthurmorganboa @mcufan3000 @mcu_direct you mean like the real people who created tachalla and wrote his most iconic stories. when some of them passed away no one said black panther cant ever be written by anyone else again. your logic is so faulty its laughable,Black Panther
2035,caleb davis,@EmansReviews @chadwickboseman @MarvelStudios @RobertIger @VanLathan @jemelehill @DrJasonJohnson If Chadwick felt truly felt the role should be recast to another actor Im sure he would have reached out to someone at Marvel before he passed. If he truly felt strongly about it like your making out he may have even written something saying so. I dont want it recast,Mon Dec 13 02:03:09 +0000 2021,"Hamilton, New Zealand",19,0,6,2021-12-13 02:03:09+00:00,False,EmansReviews,"@EmansReviews, @chadwickboseman, @MarvelStudios, @RobertIger, @VanLathan, @jemelehill, @DrJasonJohnson",Missing_Retweet_ID,EmansReviews,0.022,0.727,0.251,0.9246,2.0,0.3157894736842105,0.009336609336609337,0.27443684570176025,0.009293292611808177,6769,original,,@emansreviews @chadwickboseman @marvelstudios @robertiger @vanlathan @jemelehill @drjasonjohnson if chadwick felt truly felt the role should be recast to another actor im sure he would have reached out to someone at marvel before he passed. if he truly felt strongly about it like your making out he may have even written something saying so. i dont want it recast,Marvel
2053,scheiman marcus,"@TreezySosa @starlinex Marvel: unfortunately Chadwick has passed, but we are going to give you the torch to carry on the legacy of one of our greatest heroes. 

Letitia: https://t.co/h5ZY2FHRe5",Fri Dec 10 04:24:43 +0000 2021,In my blanket fort,307,1067,19252,2021-12-10 04:24:43+00:00,False,TreezySosa,"@TreezySosa, @starlinex",Missing_Retweet_ID,TreezySosa,0.044,0.644,0.313,0.9091,Other,66.185667752443,0.14953726254262056,4.207459947288817,0.13935948100072218,6787,original,,"@treezysosa @starlinex marvel: unfortunately chadwick has passed, but we are going to give you the torch to carry on the legacy of one of our greatest heroes. 

letitia: https://t.co/h5zy2fhre5",Marvel
2149,marveltheorist123,"How will they handle with
Black Panther: Wakanda Forever?

I mean Chadwick Boseman passed away, So, I don't know how they will make this movie.
(R.I.P Legend: Chadwick Boseman)

I guess ""Legends Never Die""
",Tue Nov 16 16:53:23 +0000 2021,,2,0,1,2021-11-16 16:53:23+00:00,False,self,,Missing_Retweet_ID,,0.0,0.905,0.095,0.4847,Other,0.5,0.0009306654257794323,0.4054651081081644,0.0009302326252195911,6883,original,,"how will they handle with
black panther: wakanda forever?

i mean chadwick boseman passed away, so, i don't know how they will make this movie.
(r.i.p legend: chadwick boseman)

i guess ""legends never die""
",Black Panther
2150,gemel walters,"@EarlInHiding @_PrinceBray_ @Youknowme_tdj @Fakemxcan @IGN You need to get out of your feelings. It's not as though they are recasting a living actor, he passed away. Expecting to have things your way is beyond selfish. Another actor can do all the things you suggest, not that marvel would have done any of that anyway",Tue Nov 16 16:26:20 +0000 2021,,163,0,11,2021-11-16 16:26:20+00:00,False,EarlInHiding,"@EarlInHiding, @_PrinceBray_, @Youknowme_tdj, @Fakemxcan, @IGN",Missing_Retweet_ID,EarlInHiding,0.096,0.904,0.0,-0.6632,19.0,0.06748466257668712,0.0758139534883721,0.06530509840776669,0.07307754110973069,6884,original,,"@earlinhiding @_princebray_ @youknowme_tdj @fakemxcan @ign you need to get out of your feelings. it's not as though they are recasting a living actor, he passed away. expecting to have things your way is beyond selfish. another actor can do all the things you suggest, not that marvel would have done any of that anyway",Marvel
2201,archived,"3 years ago today the Marvel legend @TheRealStanLee passed away. Forever missed &amp; lives on in every marvel comic, cartoon, &amp; movie for generations to come.  We miss you Stan. #Excelsior #Marvel #StanLee https://t.co/YCB8CpzDcI",Fri Nov 12 14:42:26 +0000 2021,,13,4,15,2021-11-12 14:42:26+00:00,False,TheRealStanLee,@TheRealStanLee,Missing_Retweet_ID,,0.099,0.755,0.146,0.4215,8.0,1.4615384615384615,0.005906406179009541,0.9007865453381898,0.005889031742120521,6935,original,,"3 years ago today the marvel legend @therealstanlee passed away. forever missed &amp; lives on in every marvel comic, cartoon, &amp; movie for generations to come.  we miss you stan. #excelsior #marvel #stanlee https://t.co/ycb8cpzdci",Marvel
2206,fringe frequency,"Remembering comic book legend @TheRealStanLee, who passed away on this day in 2018.

In the words of the Spider-Man co-creator: ""You know, I guess one person can make a difference. 'Nuff said.""

 courtesy of Marvel

#StanLee #StanLeeForever #Marvel https://t.co/CVUkRMs4fj",Fri Nov 12 08:30:00 +0000 2021,UK,465,9,26,2021-11-12 08:30:00+00:00,False,TheRealStanLee,@TheRealStanLee,Missing_Retweet_ID,,0.0,0.868,0.132,0.6486,8.0,0.07526881720430108,0.21078875793291024,0.07257069283483544,0.19127201329651308,6940,original,,"remembering comic book legend @therealstanlee, who passed away on this day in 2018.

in the words of the spider-man co-creator: ""you know, i guess one person can make a difference. 'nuff said.""

 courtesy of marvel

#stanlee #stanleeforever #marvel https://t.co/cvukrms4fj",Marvel
2217,rayyah,"@PolarBroSteven @boopbopbeep51 @Nkanyezi_IV @amurkymuc @iamfabiomartins @CultureCrave @THR ...which is 100% irrelevent to the fact that the very selling point of the film has passed away.

Who cares if other people can/have become the black panther?

Chadwick IS black panther. 

Regardless of the comics, it's like replacing Arnold as the Terminator. https://t.co/B6EhHP9GWz",Thu Nov 11 04:26:57 +0000 2021,New Orleans,43,0,3,2021-11-11 04:26:57+00:00,False,PolarBroSteven,"@PolarBroSteven, @boopbopbeep51, @Nkanyezi_IV, @amurkymuc, @iamfabiomartins, @CultureCrave, @THR",Missing_Retweet_ID,PolarBroSteven,0.0,0.899,0.101,0.6705,4.0,0.06976744186046512,0.019395579612088407,0.06744128079553258,0.019209882650020098,6951,original,,"@polarbrosteven @boopbopbeep51 @nkanyezi_iv @amurkymuc @iamfabiomartins @culturecrave @thr ...which is 100% irrelevent to the fact that the very selling point of the film has passed away.

who cares if other people can/have become the black panther?

chadwick is black panther. 

regardless of the comics, it's like replacing arnold as the terminator. https://t.co/b6ehhp9gwz",Black Panther
2274,songoharotto,"@the_moviebob Iron Fist is one of Marvel's few genuine legacy titles passed from person to person through the ages, rather than a distinct individual's codename being awkwardly (and usually temporarily) applied to someone else for baldfaced marketing purposes, so this was a long time coming.",Fri Oct 29 18:23:11 +0000 2021,,4,0,1,2021-10-29 18:23:11+00:00,False,the_moviebob,@the_moviebob,Missing_Retweet_ID,the_moviebob,0.052,0.948,0.0,-0.3182,Other,0.25,0.001759014951627089,0.22314355131420976,0.0017574696966461008,7008,original,,"@the_moviebob iron fist is one of marvel's few genuine legacy titles passed from person to person through the ages, rather than a distinct individual's codename being awkwardly (and usually temporarily) applied to someone else for baldfaced marketing purposes, so this was a long time coming.",Marvel
2275,len mccain,"@Lons I mean at this point as an actor it'd just be like ""What, I'm playing a sentient dog bowl that appeared in a Marvel comic once? ---&gt; Six years pass ---&gt; Dog Bowl Man, the Series, on Disney Plus.",Fri Oct 29 01:40:48 +0000 2021,"Massachusetts, USA",113,1,6,2021-10-29 01:40:48+00:00,False,Lons,@Lons,Missing_Retweet_ID,Lons,0.0,0.827,0.173,0.7269,Other,0.061946902654867256,0.04967032967032967,0.060103924069705425,0.04847614312744192,7009,original,,"@lons i mean at this point as an actor it'd just be like ""what, i'm playing a sentient dog bowl that appeared in a marvel comic once? ---&gt; six years pass ---&gt; dog bowl man, the series, on disney plus.",Marvel
2317,jason (u mad),"Dorothy Steel passed away today. She played a tribal leader in the first Black Panther film. 

95-year-old actress who played tribal elder in Black Panther dies https://t.co/7i2EzVyA9U",Fri Oct 15 22:51:41 +0000 2021,Georgia,4580,537,1820,2021-10-15 22:51:41+00:00,False,self,,Missing_Retweet_ID,,0.0,0.833,0.167,0.5859,2.0,0.5146288209606987,1.9766940008631853,0.41517040627707064,1.090813288998915,7051,original,,"dorothy steel passed away today. she played a tribal leader in the first black panther film. 

95-year-old actress who played tribal elder in black panther dies https://t.co/7i2ezvya9u",Black Panther
2337,mad jim jaspers🕳,@marvel_shots Fun fact about ikaris is that he named himself after his son who passed away after flying into the sun,Mon Oct 11 17:09:57 +0000 2021,"Arizona, USA",178,0,11,2021-10-11 17:09:57+00:00,False,marvel_shots,@marvel_shots,Missing_Retweet_ID,marvel_shots,0.0,0.858,0.142,0.5106,Other,0.06179775280898876,0.07616602481814291,0.05996346476755723,0.07340474799498163,7071,original,,@marvel_shots fun fact about ikaris is that he named himself after his son who passed away after flying into the sun,Marvel
2340,marvel/dc united,@HiTopFilms My mother passed away in the hospital nearly two years ago and Im still trying to process it. It felt like a part of me went with her when she passed.,Mon Oct 11 00:19:22 +0000 2021,,351,0,28,2021-10-11 00:19:22+00:00,False,HiTopFilms,@HiTopFilms,Missing_Retweet_ID,HiTopFilms,0.0,0.923,0.077,0.3612,Other,0.07977207977207977,0.15,0.07674998161656053,0.1397619423751587,7074,original,,@hitopfilms my mother passed away in the hospital nearly two years ago and im still trying to process it. it felt like a part of me went with her when she passed.,Other
2357,faez,The last episode of Marvel's What If is the last time you will hear Chadwick Boseman voice acting in the MCU spin off before he passed away. #MarvelWhatIf #WhatIf,Thu Oct 07 01:04:58 +0000 2021,get lost,15,0,1,2021-10-07 01:04:58+00:00,False,self,,Missing_Retweet_ID,,0.0,1.0,0.0,0.0,Other,0.06666666666666667,0.006364022061943148,0.06453852113757118,0.006343857181484957,7091,original,,the last episode of marvel's what if is the last time you will hear chadwick boseman voice acting in the mcu spin off before he passed away. #marvelwhatif #whatif,Marvel
2415,"tom - head writer, producer of loki💚 series, film","Who would have thought.  10 years have passed.  And only now we were able to see him in jotun form.  And then in animation.  Let the creators of #WhatIfthor film Loki's season 2 of the series.
#Thor1 

#justiceforloki #Loki #Marvel #Disney @Kevfeige @MarvelStudios @disneyplus https://t.co/ozwzesFXzo",Wed Sep 22 12:06:23 +0000 2021,,542,6,25,2021-09-22 12:06:23+00:00,False,Kevfeige,"@Kevfeige, @MarvelStudios, @disneyplus",Missing_Retweet_ID,,0.0,1.0,0.0,0.0,10.0,0.05719557195571956,0.22443064182194616,0.05561971527509336,0.20247595376580416,7149,original,,"who would have thought.  10 years have passed.  and only now we were able to see him in jotun form.  and then in animation.  let the creators of #whatifthor film loki's season 2 of the series.
#thor1 

#justiceforloki #loki #marvel #disney @kevfeige @marvelstudios @disneyplus https://t.co/ozwzesfxzo",Marvel
2419,thomas petch,"@RCDiscussion God damn it, Id have to say Eternals. With No way Home and Dr strange theres a chance of a lot of classic marvel characters returning that I just couldnt pass up a chance of seeing again. And with Wakanda Forever, I need to see how they deal with Chadwicks death",Tue Sep 21 21:11:05 +0000 2021,,84,0,10,2021-09-21 21:11:05+00:00,True,RCDiscussion,@RCDiscussion,Missing_Retweet_ID,RCDiscussion,0.181,0.667,0.152,-0.4019,Other,0.11904761904761904,0.034725093013642,0.11247798342669027,0.03413578082174696,7153,original,,"@rcdiscussion god damn it, id have to say eternals. with no way home and dr strange theres a chance of a lot of classic marvel characters returning that i just couldnt pass up a chance of seeing again. and with wakanda forever, i need to see how they deal with chadwicks death",Marvel
